poi_id,name,category,poi_type,city,province,latitude,longitude,rating,review_count,description,opening_hours,booking_link,data_source,created_date
POI_000177,Al Mithnab Traditional Village,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"The fragrant smell of perfumes fills the alleys of the historic Mithnab Village, introducing visitors to the authentic heritage of Qassim Province. The village clings to its extreme authenticity, as the traditional mud houses welcome you with their ancient construction and lanterns hanging on their walls. The old inhabitants of the province narrate the history of Qassim, as their memories are filled with stories and tales that they preserve with utmost care.",4:00 pm- 8:00 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000178,Al-Shimasiyah Heritage Museum,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"The Shamasiyah Museum is one of the important landmarks in the Shamasiyah governorate, Al-Qassim Province. It displays a diverse collection of rare historical artifacts and introduces important personalities from the region's intellectuals, thinkers, and leaders.",8:00 am- 11:30 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000179,Al Bassam Heritage House,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"Explore Al Bassam Heritage House, a remarkable example of Najdi architecture located near the western gate of Unayzah city. Constructed between 1374 and 1378 AH, this 3,500-square-meter house showcases the architectural ingenuity of Najd with its intricate designs, stone foundations, and tamarisk wood features, including ceilings, doors, and windows. The house consists of four distinct sections: the mens reception area, a family section, a garden, and animal pens. Visitors can also explore the majlis, an open yard, and a dining hall, each space echoing the regions cultural and architectural heritage. Restored in 1421 AH and transformed into a heritage center, Al Bassam Heritage House offers a unique journey into Unayzahs past and the urban development of Najd.","9:00 am- 9:00 pm fri:

4:00 PM
To
10:00 PM",-,Visit_Saudi_Attractions,2026-01-15
POI_000180,Palms Avenue,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"Enjoy your time in a distinctive destination that combines authenticity with the serene charm of a wintry atmosphere. The promenade winds through historic palm farms with over 700 palm trees, some of which are more than 100 years old, showcasing the agricultural heritage of the region in a setting that offers tranquillity and a connection to nature. Its the perfect spot for a stroll among the palms or a relaxing meal at one of the many restaurants and cafes, offering diverse options to suit all tastes. The Palms Avenue isnt just a place to visit; its a moment to pause, reflect, and enjoy the seamless blend of heritage and nature, making it a favourite for families and seekers of unique experiences.",5:00 am- 12:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000181,Maqsourat Al-Rajhi,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"Maqsourat Al-Rajhi is a stunning collection of mud houses located amid palm plantations in the southeastern part of Bukayriyah province. Built over 250 years ago by Sheikh Nasser Al-Rajhi, this historical site exemplifies the craftsmanship of Najdi architecture. The site includes a traditional mosque and an ancient well, where the historic Swani irrigation method was used to draw water. Recently restored to closely resemble its original form, Maqsourat Al-Rajhi served as a welcoming haven for travelers and guests. Its serene atmosphere and historical charm invite visitors to explore Saudi Arabia's rich cultural past and enduring legacy.",4:00 PM- 7:00 PM,-,Visit_Saudi_Attractions,2026-01-15
POI_000182,Maqsourat Al-Suwailim,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"Maqsourat Al-Swailim is one of the most iconic heritage landmarks in Bukayriyah, blending the charm of the past with modern refinement. Built by the former Prince of Bukayriyah, Abdullah bin Swailim bin Othman Al-Swailim, shortly after the province's establishment, this grand palace stands as a testament to the cultural richness of Najdi heritage. The palace includes several facilities that highlight the architectural brilliance of the era. Preserved with exceptional care, Maqsourat Al-Swailim maintains its beauty and historic integrity. Today, it is a unique destination for heritage enthusiasts, narrating a timeless story of culture and tradition.",4:00 PM- 7:00 PM,-,Visit_Saudi_Attractions,2026-01-15
POI_000183,Asib Avenue,Tourist Attraction,attraction,Qassim,Qassim,,,4.5,0,"Asib Avenue offers a unique escape in the vibrant city of Buraydah, combining modern amenities with a touch of natural charm. The avenue features a range of cafes, bakeries, and tea brands, along with exceptional restaurants serving diverse and delicious cuisines. Its also home to boutique shops perfect for shopping enthusiasts. For entertainment, visitors can enjoy an activity zone with games like archery and darts, providing fun for all ages. Aseeb Avenue in Buraydah is the perfect spot for great food, exciting activities, and memorable moments with family and friends.",24 hours (Closed from 10 am- 4 pm ),-,Visit_Saudi_Attractions,2026-01-15
POI_000184,Al Dosariyah Castle,Tourist Attraction,attraction,Jazan,Jazan,,,4.5,0,"The historic Al Dosariyah Castle is located on a mountain overlooking the port of Jazan. It was built in 1933 for military purposes, and its elevated location provides a clear aerial view of the port and the horizon. The castle was built with a military character and defensive systems such as protection walls installed at the entrances, an observation room on the upper floor, and openings in the walls for observation and shooting.",24 hours,-,Visit_Saudi_Attractions,2026-01-15
POI_000185,Nature Charm at Fifa Mountains,Tourist Attraction,attraction,Jazan,Jazan,,,4.5,0,"The Fifa Mountains, or as they are called ""Neighbor of the Moon"", are distinguished by their enchanting view, at an altitude of more than 1,800 km above sea level. They are a series of mountains wrapped around one another, with peaks covered with green, including: Al-Lagha, Al-Kadrah, Baqat Al-Washl, Al-Surrah, Qardah, and Al-Sama'. The highest one is Al-Absiyya summit. The Fifa Mountains are about 100 km from the city of Jazan, and the climate there is moderately characterized most of the year. In winter, it tends to be cold in the high mountains, with a temperature of approximately 19-29 degrees Celsius.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000186,Dream Divers Center,Tourist Attraction,attraction,Jazan,Jazan,,,4.5,0,"Away from the hustle and bustle of the city, Jazan coast is a starting point for adventurous diving excursions and cruises, which promise you a great vacation. Dream Divers is the way to have this fun, as it plans swimming and diving courses and excursions, under the supervision of diving experts and swimming coaches. It also has a marketplace for diving and sailing equipment.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000187,Muhammad ibn Abd Al-Wahhab Mosque,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Muhammad ibn Abd Al-Wahhab Mosque is located in Al-Bujairi district in Diriyah, with a design that is consistent with the architectural style of the region. It is surrounded by spaces decorated with green landscapes, palm trees, and stone terraces.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000188,Wadi Safar Dam,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"In the western side of Diriyah, Wadi Safar Dam is located on a 60-square meter area. It is an extension of Wadi Hanifa. The location is characterized by its rural nature, and contains rock seating areas with wonderful views and a nice ambience, giving you the opportunity for a special picnic with family and friends in the weekend, surrounded by warm cups of tea, along with the aromas of barbecues.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000189,At-Turaif,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Stunning mud-brick palaces, mosques, and homes make up this UNESCO World Heritage site. Today, the district has been carefully restored to its former glory. Museums tell the story of the earliest settlers to this region, highlight the history of the Saudi state, and delve into the unique Najdi and Islamic architecture.",10:00 am- 12:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000190,Diriyah Flagpole,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"From the heart of Diriyah, with its rich history that accompanied the stages of founding and unifying the Kingdom of Saudi Arabia, the Saudi flag rises on the flagpole of King Salman Square. This flagpole is considered the tallest flagpole in the capital city of Riyadh.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000191,Samhan Farm,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Samhan Farm is 230 Kilometers away from Wadi Hanifah; it combines between the ancient past and modern present, it has beautiful green areas and lots of trees.",12:30 pm- 4:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000192,Jax District,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"JAX District has successfully transformed the industrial heritage site in Diriyah, Saudi Arabia, into a vibrant hub for artists and creatives. What was once known for its unique mud-brick architecture has now been reborn as the creative hub of the Saudi capital, beckoning talents to showcase their work amidst a supportive and thriving artistic community.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000193,Al-Bujairi Heritage Tourist Park,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Al-Bujairi Heritage and Tourism Park is a lush oasis surrounded by palm trees, which includes great green landscapes, and natural landmarks such as plants, lakes, and heights, enabling you to enjoy moments of peace and tranquillity.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000194,Wadi Hanifa,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"With a length of 120 km, Wadi Hanifa extends from the heights of Al-Haisiyah in the North to Al-Hayer in Southern Riyadh. Within this vast area, you can make dozens of plans to enjoy the beauty of nature. Recreation facilities are available on both sides of the 57-km-long Wadi Hanifa water channel. You are going to enjoy this trip to its fullest! Wadi Hanifa is uniquely redeveloped. Its banks are adorned with parks with complete facilities and services to allow visitors to enjoy the green landscapes in a joyful atmosphere in the open air.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000195,Mondial Courts,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Revive your energy with friends in the Mondial Courts in Diriyah and enjoy many games that come at the top of the list of the most important sports around the world, such as football, tennis, and many other sports. You can enjoy these sports in 15 courts equipped with appropriate lighting and searchlights to continue playing any time throughout the week between 04:00 PM until 02:00 AM.",4:00 pm- 2:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000196,Albujairi Terrace,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"You will find many international and local restaurants and shops in Albujairi Terrace. On an area of ??15,000 m2, Albujairi has intricate details inspired by the authenticity of Najd and its history full of amazing architecture, and has amazing views on the historical At-Turaif district, which is included in the UNESCO World Heritage List. You can enjoy scenic natural views in a group picnic, or even alone in the designated bike lanes in the terrace. Or you can walk in the paths that trace the Kingdoms history and its stories when Diriyah was the capital of the first Saudi state.",10:00 am- 12:00 am,-,Visit_Saudi_Attractions,2026-01-15
POI_000197,Sofie Farm,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"In the calmness of nature away from the crowded city, you will find Sofie Farm, one of the best rural experiences that is available all week long, from 7:00 am to 7:00 pm.",7:00 am-7:00 pm,-,Visit_Saudi_Attractions,2026-01-15
POI_000198,Diriyah Terrace,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Diriyah Terrace is an open space that includes several local and international restaurants and cafes and seating areas surrounded by tall palm trees. The terrace is fragrant with the aroma of authentic Saudi coffee in a captivating night that gathers loved ones around a winter table in which American and Italian cuisines are present. You can enjoy all of this with an open view of the sky, in the midst of bright golden lights and the melodies of music that fill the place. In Diriyah Terrace, modern landmarks and historical glories embrace each other in one place.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000199,Diriyah Walk,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Day or night, you can visit the Diriyah Walk to relieve the burdens of a long day, or to ignite your imagination with a flow of inspiring ideas. Have a walk amid the cool breeze and the rustling of lush palm trees of Diriyah in safe and paved spaces.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000200,Ghasiba District,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Ghasiba district, located on the banks of Wadi Hanifa, is the core from which Diriyah was founded, and represents the beginning of its long history which exceeds 600 years.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000201,Ghubaira Dam,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"With a storage capacity of 900 thousand m3 and a length of 170 meters, learn about the 50-year old Ghubaira Dam, one of the side dams of Wadi Hanifa in the new Diriyah.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000202,Salwa Palace,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Salwa Palace is a historical landmark that encapsulates a crucial time in the history of the Kingdom, for it stands as a window with a view that takes you back in time to the establishment of the First Saudi State. It offers a chance to discover centuries-old architecture. It was given this name because its construction has multiple uses, making it a consolation for its residents and visitors.",-,-,Visit_Saudi_Attractions,2026-01-15
POI_000203,Diriyah Museum,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Explore an 18th-century palace when you visit Diriyah Museum. Make your way through galleries to learn about the complete history of the region. Discover the story of the House of Saud, the nations royal family, as well as the tribe that lived in the region before Diriyah was settled in 1446. The palace itself is a stunning example of the regions Najdi architecture.",5:00 pm- 2:00 am,https://www.diriyah.sa/en,Visit_Saudi_Attractions,2026-01-15
POI_000204,Social Life Museum,Tourist Attraction,attraction,Diriyah,Riyadh,,,4.5,0,"Get a glimpse of what life was like for people living in the first Saudi state at this museum. Housed in a historic palace, the Social Life Museum features recreations of guest rooms, servants' quarters, and meeting halls that were found in historic homes. An audio guide walks visitors through each gallery, while artifacts on display include traditional clothing, furniture, tools, and cookware.",5:00 pm- 2:00 am,https://www.diriyah.sa/en,Visit_Saudi_Attractions,2026-01-15
POI_000205,المسرح الروماني | Roman Theater,Performing arts theater,entertainment,Al,,,,4.1,151,,,,Entertainment_KSA,2026-01-15
POI_000207,Education Department Theater,Performing arts theater,entertainment,,,,,4.0,169,"""Screen size is good enough.""",,,Entertainment_KSA,2026-01-15
POI_000208,Muvi Cinemas - Jubail Mall,Movie theater,entertainment,Al Jubail,Eastern Province,,,4.3,871,,,,Entertainment_KSA,2026-01-15
POI_000209,vox cinemas,Movie theater,entertainment,Riyadh,Riyadh,,,4.2,3500,"""Sound system and atmosphere very good.""",,,Entertainment_KSA,2026-01-15
POI_000210,AMC Cinemas Azizia 3,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,604,,,,Entertainment_KSA,2026-01-15
POI_000211,Muvi Cinemas | موڤي سينما,Movie theater,entertainment,Dhahran,Eastern Province,,,3.8,389,,,,Entertainment_KSA,2026-01-15
POI_000212,VOX Cinemas - Kingdom Centre,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,1400,"""Comfy chairs, and nice place for couples""",,,Entertainment_KSA,2026-01-15
POI_000213,AMC Cinemas Al Khair 9,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,1600,,,,Entertainment_KSA,2026-01-15
POI_000214,Empire Cinemas Khobar,Movie theater,entertainment,Al Khobar,Eastern Province,,,3.9,1300,"""Lovely place and staff, prices are reasonable, screens chairs are wonderful 👌🏻""",,,Entertainment_KSA,2026-01-15
POI_000215,Dhahran Movie Theatre,Movie theater,entertainment,Dhahran,Eastern Province,,,3.5,210,"""Its a small cinema and staff is not a happy bunch""",,,Entertainment_KSA,2026-01-15
POI_000216,Saudi Aramco Abqaiq Community theater,Movie theater,entertainment,Dammam,Eastern Province,,,3.9,13,,,,Entertainment_KSA,2026-01-15
POI_000217,Vox Cinema - Riyadh Front,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,5800,,,,Entertainment_KSA,2026-01-15
POI_000218,AMC Cinemas Riyadh Gallery 9,Movie theater,entertainment,Riyadh,Riyadh,,,4.2,1500,"""Fancy chairs ,nice screens and snacks""",,,Entertainment_KSA,2026-01-15
POI_000219,vox cinema,Movie theater,entertainment,Riyadh,Riyadh,,,4.2,724,,,,Entertainment_KSA,2026-01-15
POI_000220,Kmax Cinema,Movie theater,entertainment,King,,,,4.1,130,,,,Entertainment_KSA,2026-01-15
POI_000221,AMC - Hafr Al Batin 8,Movie theater,entertainment,SH,,,,4.2,23,,,,Entertainment_KSA,2026-01-15
POI_000222,Muvi Boutique Cinema,Movie theater,entertainment,Riyadh,Riyadh,,,4.4,376,,,,Entertainment_KSA,2026-01-15
POI_000223,Empire Cinemas - Head Office,Movie theater,entertainment,Riyadh,Riyadh,,,4.0,36,,,,Entertainment_KSA,2026-01-15
POI_000224,AMC Cinemas KAFD,Movie theater,entertainment,Riyadh,Riyadh,,,3.9,5300,"""Spacious and nice theater""",,,Entertainment_KSA,2026-01-15
POI_000225,Cinépolis Cinemas - Lulu Mall,Movie theater,entertainment,Dammam,Eastern Province,,,4.0,1300,Upscale digital movie theater,,,Entertainment_KSA,2026-01-15
POI_000226,AMC Stars Avenue 9,Movie theater,entertainment,,,,,4.2,2500,,,,Entertainment_KSA,2026-01-15
POI_000227,Cinépolis Cinemas - Al Jamea Plaza,Movie theater,entertainment,Jeddah,Makkah,,,4.2,1800,,,,Entertainment_KSA,2026-01-15
POI_000228,ڤوكس سينما ذا روف,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,3600,,,,Entertainment_KSA,2026-01-15
POI_000229,AMC Cinemas Karam 5,Movie theater,entertainment,Al,,,,4.1,359,,,,Entertainment_KSA,2026-01-15
POI_000230,VOX Cinemas,Movie theater,entertainment,Jeddah,Makkah,,,4.4,2800,"""Wide and clean space.""",,,Entertainment_KSA,2026-01-15
POI_000231,Vox Cinema - Riyadh Park Mall,Movie theater,entertainment,Riyadh,Riyadh,,,4.1,7400,,,,Entertainment_KSA,2026-01-15
POI_000232,Ithra Theatre,Childrens theater,entertainment,Dhahran,Eastern Province,,,4.7,489,,,,Entertainment_KSA,2026-01-15
POI_000233,Empire Cinemas Jeddah,Movie theater,entertainment,Jeddah,Makkah,,,4.1,1300,,,,Entertainment_KSA,2026-01-15
POI_000234,Najmah Theater,Movie theater,entertainment,Ras,,,,4.0,81,,,,Entertainment_KSA,2026-01-15
POI_000235,AMC Cinemas Tabuk Boulevard,Movie theater,entertainment,Tabuk,Tabuk,,,4.3,55,,,,Entertainment_KSA,2026-01-15
POI_000236,AMC Cinemas Panorama 10,Movie theater,entertainment,Riyadh,Riyadh,,,4.3,1900,,,,Entertainment_KSA,2026-01-15
POI_000237,AMC cinemas,Movie theater,entertainment,Hafar,,,,4.2,268,,,,Entertainment_KSA,2026-01-15
POI_000238,Hayy Cinema (سينما حي),,entertainment,,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000239,AMC Dawadmi 3,Movie theater,entertainment,Al,,,,3.9,82,,,,Entertainment_KSA,2026-01-15
POI_000240,ڤوكس سينما ذا سبوت,Movie theater,entertainment,Riyadh,Riyadh,,,4.2,724,,,,Entertainment_KSA,2026-01-15
POI_000241,Muvi Cinemas,Movie theater,entertainment,Jeddah,Makkah,,,3.9,108,,,,Entertainment_KSA,2026-01-15
POI_000242,Cinépolis Cinemas سينما سينيبولس,Movie theater,entertainment,Jazan,Jazan,,,4.0,86,,,,Entertainment_KSA,2026-01-15
POI_000243,Empire Cinemas Jazan,Movie theater,entertainment,Jazan,Jazan,,,4.1,975,,,,Entertainment_KSA,2026-01-15
POI_000244,VOX cinema,Movie theater,entertainment,Riyadh,Riyadh,,,4.1,1000,,,,Entertainment_KSA,2026-01-15
POI_000245,Vox Cinemas,Movie theater,entertainment,Dammam,Eastern Province,,,4.1,4800,,,,Entertainment_KSA,2026-01-15
POI_000246,موڤي سينما النخيل بلازا_ بريدة,Movie theater,entertainment,Buraydah,Qassim,,,4.4,1400,,,,Entertainment_KSA,2026-01-15
POI_000247,AMC Cinemas Ajdan Walk,Movie theater,entertainment,Al Khobar,Eastern Province,,,4.4,957,,,,Entertainment_KSA,2026-01-15
POI_000248,Empire Cinemas Hail,Movie theater,entertainment,Hail,Hail,,,4.0,137,,,,Entertainment_KSA,2026-01-15
POI_000249,GOLD,Movie theater,entertainment,Riyadh,Riyadh,,,4.1,38,,,,Entertainment_KSA,2026-01-15
POI_000250,VOX Cinema,Movie theater,entertainment,Hail,Hail,,,4.2,525,,,,Entertainment_KSA,2026-01-15
POI_000251,ڤوكس سينما تبوك بارك,Movie theater,entertainment,Tabuk,Tabuk,,,4.0,336,,,,Entertainment_KSA,2026-01-15
POI_000252,AMC Garden 5 - Hail,Movie theater,entertainment,Hail,Hail,,,4.3,33,,,,Entertainment_KSA,2026-01-15
POI_000253,Empire Cinemas امباير سينما,Movie theater,entertainment,Arar,Northern Borders,,,4.0,96,,,,Entertainment_KSA,2026-01-15
POI_000254,Muvi Cinemas - Salaam Mall,Movie theater,entertainment,Riyadh,Riyadh,,,3.6,130,,,,Entertainment_KSA,2026-01-15
POI_000255,Safety Orientation UGP,Movie theater,entertainment,Al-Ahsa,Eastern Province,,,4.4,34,,,,Entertainment_KSA,2026-01-15
POI_000256,سينما العرب,Movie theater,entertainment,Jeddah,Makkah,,,4.2,941,,,,Entertainment_KSA,2026-01-15
POI_000257,VOX Cinemas - Red Sea Mall,Movie theater,entertainment,Jeddah,Makkah,,,4.3,12000,"""Small theatre, but looks good""",,,Entertainment_KSA,2026-01-15
POI_000258,VOX Cinemas Jubail Galleria Mall,Movie theater,entertainment,Al Jubail,Eastern Province,,,3.4,87,"""Just an average ordinary cinema!!!""",,,Entertainment_KSA,2026-01-15
POI_000259,Muvi Suites Cinemas | موڤي سويتس سينما,Movie theater,entertainment,Jeddah,Makkah,,,3.5,274,"""Very fancy and cozy place.""",,,Entertainment_KSA,2026-01-15
POI_000260,King Abdulaziz Center for World Culture - Ithra,Movie theater,entertainment,Dhahran,Eastern Province,,,4.6,5200,Cultural center with a striking design,,,Entertainment_KSA,2026-01-15
POI_000261,مسرح بكر الشدي,Performing arts theater,entertainment,Riyadh,Riyadh,,,4.3,125,Dine-in,,,Entertainment_KSA,2026-01-15
POI_000262,Muvi Cinemas The Village,Movie theater,entertainment,Jeddah,Makkah,,,4.4,17,,,,Entertainment_KSA,2026-01-15
POI_000264,Heritage village theatre,Performing arts theater,entertainment,1c,,,,4.1,96,,,,Entertainment_KSA,2026-01-15
POI_000265,Rotana Theater,Performing arts theater,entertainment,Riyadh,Riyadh,,,3.6,30,,,,Entertainment_KSA,2026-01-15
POI_000266,super dome theater,Concert hall,entertainment,Jeddah,Makkah,,,4.4,38,,,,Entertainment_KSA,2026-01-15
POI_000267,نطيطات حايل,Movie theater,entertainment,Hail,Hail,,,3.2,5,,,,Entertainment_KSA,2026-01-15
POI_000268,Okaz Market Theater,Performing arts theater,entertainment,Taif,Makkah,,,4.3,834,"""Best theater we enjoyed and had fun""",,,Entertainment_KSA,2026-01-15
POI_000269,College of Science Theatre,"In Northern Border University, Main Campus",entertainment,,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000270,Al Comedy Club,Performing arts theater,entertainment,Dammam,Eastern Province,,,4.4,18,,,,Entertainment_KSA,2026-01-15
POI_000271,TSCK IMAX,,entertainment,,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000272,Theater Lasan,Stage,entertainment,Abha,Asir,,,3.5,61,,,,Entertainment_KSA,2026-01-15
POI_000273,University Theater,Stage,entertainment,Abha,Asir,,,4.2,116,,,,Entertainment_KSA,2026-01-15
POI_000274,End Of The World Cinema,Movie theater,entertainment,Qesm,,,,4.3,37,"""Edit after 3 years: Movie still did not started...""",,,Entertainment_KSA,2026-01-15
POI_000275,Scitech,Science museum,entertainment,Al Khobar,Eastern Province,,,4.3,6300,"""The movie theater is cool...""",,,Entertainment_KSA,2026-01-15
POI_000276,Benchmark Stage,Live Music,entertainment,Jeddah,Makkah,,,4.3,219,"""Very nice theater setup.""",,,Entertainment_KSA,2026-01-15
POI_000277,Live Show Arabia,Entertainment agency,entertainment,Riyadh,Riyadh,,,5.0,1,Closed ⋅ Opens 9 am Wed,,,Entertainment_KSA,2026-01-15
POI_000278,Far-is studio,Museum,entertainment,Riyadh,Riyadh,,,4.6,17,,,,Entertainment_KSA,2026-01-15
POI_000279,Terhal,Concert hall,entertainment,Diriyah,Riyadh,,,5.0,65,"""The food is not allowed inside the theater, so eat and drink your ...""",,,Entertainment_KSA,2026-01-15
POI_000280,Riyadh Front - Shopping Area,Shopping mall,entertainment,Riyadh,Riyadh,,,4.5,25000,"""Very nice mall with Cinema theater facility""",,,Entertainment_KSA,2026-01-15
POI_000281,TheClub,Entertainer,entertainment,Jeddah,Makkah,,,4.4,654,Open now,,,Entertainment_KSA,2026-01-15
POI_000283,Jeddah Superdome,Event venue,entertainment,Jeddah,Makkah,,,4.3,5100,"""Very big theater for all kind of shows""",,,Entertainment_KSA,2026-01-15
POI_000284,Conference Center,Conference center,entertainment,Riyadh,Riyadh,,,4.5,735,"""Feels like you are sitting on stadium, not theater.""",,,Entertainment_KSA,2026-01-15
POI_000285,SUNRISE RESORT,Resort hotel,entertainment,Riyadh,Riyadh,,,4.9,98,"""I mostly enjoyed the cinema theater""",,,Entertainment_KSA,2026-01-15
POI_000286,"Crowne Plaza al Khobar, an IHG Hotel",Hotel,entertainment,Al Khobar,Eastern Province,,,4.4,5200,Upmarket hotel with fine dining,,,Entertainment_KSA,2026-01-15
POI_000288,"Staybridge Suites al Khobar, an IHG Hotel",Hotel,entertainment,Al Khobar,Eastern Province,,,4.5,1900,Contemporary all-suite hotel with a pool,,,Entertainment_KSA,2026-01-15
POI_000289,Hezwa,,entertainment,,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000290,Emerald Hall,Event venue,entertainment,Dammam,Eastern Province,,,4.3,67,"""... makes it perfect for hosting concerts, recitals, theater performances ...""",,,Entertainment_KSA,2026-01-15
POI_000291,Muvi Cinemas - Drive In Riyadh,Movie theater,entertainment,Riyadh,Riyadh,,,3.7,155,Temporarily closed,,,Entertainment_KSA,2026-01-15
POI_000292,Talal Maddah Theater,Stage,entertainment,Abha,Asir,,,3.9,2500,Temporarily closed,,,Entertainment_KSA,2026-01-15
POI_000293,Tekka Tatbeelah,₹,entertainment,Safwa,Eastern Province,,,4.6,593,Dine-in·,,,Entertainment_KSA,2026-01-15
POI_000294,Goodbye,,entertainment,Temporarily,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000295,Crystals restaurant,In Novotel Riyadh Al Anoud,entertainment,Closed,,,,4.2,0,Dine-in·,,,Entertainment_KSA,2026-01-15
POI_000297,مركز ضيافة كيان المستقبل,Kindergarten School,entertainment,Riyadh,Riyadh,,,4.2,86,Closed ⋅ Opens 6:30 am Wed,,,Entertainment_KSA,2026-01-15
POI_000298,مدرج طائرات,,entertainment,Temporarily,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000299,Riyadh Schools Theater,,entertainment,Temporarily,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000300,Alkuzama,Tourist attraction,entertainment,Riyadh,Riyadh,,,4.5,2,,,,Entertainment_KSA,2026-01-15
POI_000301,برج الفيصلية,Tourist attraction,entertainment,Riyadh,Riyadh,,,4.6,872,"""A luxurious place with restaurants and markets""",,,Entertainment_KSA,2026-01-15
POI_000302,Sa'ad Red Sand - Dunes,Tourist attraction,entertainment,Sa'ad,,,,4.8,6,"""Rubbish are everywhere near the rental place.""",,,Entertainment_KSA,2026-01-15
POI_000303,Durat Al Sahel Water Theme Park,Theme park,entertainment,Riyadh,Riyadh,,,3.7,3200,Closed ⋅ Opens 1 pm Thu,,,Entertainment_KSA,2026-01-15
POI_000304,The old palace,Tourist attraction,entertainment,Al,,,,3.9,69,Closed ⋅ Opens 6:30 am Wed,,,Entertainment_KSA,2026-01-15
POI_000305,Al-Samar Amusement Center,Amusement center,entertainment,Riyadh,Riyadh,,,3.9,855,"""Like the place, very entertaining just choose your favourite activity""",,,Entertainment_KSA,2026-01-15
POI_000306,Mosary Arena,Amusement center,entertainment,Riyadh,Riyadh,,,3.4,230,"""Nice place my kids was very happy that day Will visit again very ...""",,,Entertainment_KSA,2026-01-15
POI_000307,Diriyah,Tourist attraction,entertainment,Diriyah,Riyadh,,,4.4,23,"""Beautiful historical place in a contemporary design for restaurants.""",,,Entertainment_KSA,2026-01-15
POI_000308,Snow City,Amusement center,entertainment,Riyadh,Riyadh,,,3.9,7000,"""Nb 1 entertainment place""",,,Entertainment_KSA,2026-01-15
POI_000309,Al Muhaijah المحيجة,,entertainment,,,,,4.2,0,,,,Entertainment_KSA,2026-01-15
POI_000310,King Fahad's Fountain,Tourist attraction,entertainment,Jeddah,Makkah,,,4.5,8900,Closed ⋅ Opens 9 am Wed,,,Entertainment_KSA,2026-01-15
POI_000311,Al Hokair Time,Theme park,entertainment,Riyadh,Riyadh,,,4.0,2900,"""Nice place, variety of kids entertainment""",,,Entertainment_KSA,2026-01-15
POI_000312,Saffori Land,Amusement center,entertainment,Riyadh,Riyadh,,,4.1,4600,"""Entertainment place for kids""",,,Entertainment_KSA,2026-01-15
